epoch,time,train_loss,val_loss,train_ppl,val_ppl,val_bpc,train_bpc,memalloc_Gb,memcache_Gb,max_memalloc_Gb,max_memcache_Gb,asgd_triggered
1,393.5821452140808,7.11492318592325,7.1368339270603895,1230.1891117312634,1257.4409304336725,10.296274914218131,10.264664396637377,0.399086592,4.792516608,4.738488832,4.792516608,False
2,394.08010149002075,6.822550874497465,6.849717647815288,918.3245555582619,943.6144374563244,9.882053681992732,9.842860312850155,0.319394816,4.792516608,4.738488832,4.792516608,False
3,393.70886754989624,6.642496720607086,6.676753399913344,767.007608094683,793.7379745455836,9.632519019293508,9.583097077941046,0.319394816,4.792516608,4.738488832,4.792516608,False
4,392.9357931613922,6.5209415743336105,6.553014690972358,679.217618225834,701.3553596015915,9.454001797538345,9.40773007121777,0.319394816,4.792516608,4.738488832,4.792516608,False
5,393.9684987068176,6.420843879672806,6.458008241226656,614.5214775600227,637.7894678727762,9.316936463637754,9.26331962352621,0.319394816,4.792516608,4.738488832,4.792516608,False
6,393.69918060302734,6.343718646049241,6.384765815114083,568.9079500306302,592.7459042115692,9.211269978702468,9.15205143145009,0.319394816,4.792516608,4.738488832,4.792516608,False
7,393.7312753200531,6.2709729599700506,6.31562308357245,528.9918154344318,553.1466098046689,9.111518102793838,9.047101590897576,0.319394816,4.792516608,4.738488832,4.792516608,False
8,393.4777762889862,6.2144283005497405,6.260074315046533,499.9101091451088,523.2578245927151,9.031378169914008,8.96552489116314,0.319394816,4.792516608,4.738488832,4.792516608,False
9,393.37389373779297,6.160126442698434,6.211551072508913,473.4879401428172,498.47382101627477,8.96137392853713,8.887183870130002,0.319394816,4.792516608,4.738488832,4.792516608,False
10,393.93768763542175,6.107009391717416,6.164332737210064,448.99394032573866,475.48376443648755,8.89325227036245,8.810552164093043,0.319394816,4.793565184,4.738488832,4.793565184,False
11,393.88008403778076,6.062802092311891,6.120788849560847,429.57746769168955,455.2236558786741,8.830431719589898,8.746774512469598,0.319394816,4.793565184,4.738488832,4.793565184,False
12,394.20818400382996,6.02524171368294,6.0907703545283,413.7416369523237,441.76159314248304,8.787124185671493,8.692586340487697,0.319394816,4.793565184,4.738488832,4.793565184,False
13,393.7245514392853,5.984849796729712,6.0527581265860535,397.3628315698787,425.2844021220789,8.732284132926072,8.634313122207276,0.319394816,4.793565184,4.738488832,4.793565184,False
14,392.9680645465851,5.950702838985649,6.021218181658735,384.02315067463036,412.08027873158545,8.68678161078952,8.585049475608471,0.319394816,4.793565184,4.738488832,4.793565184,False
15,394.06353783607483,5.916360054036806,5.9912366244991455,371.05861945086014,399.9088413454192,8.643527366957251,8.53550331007246,0.319394816,4.793565184,4.738488832,4.793565184,False
16,393.94685554504395,5.879037962200392,5.961147667885085,357.4651812194137,388.0552272956923,8.600118178464623,8.481658913264463,0.319394816,4.793565184,4.738488832,4.793565184,False
17,394.40928292274475,5.849904565782705,5.935447808362166,347.20124401861676,378.20932355344144,8.563041118579363,8.439628306728412,0.319394816,4.793565184,4.738488832,4.793565184,False
18,393.9051229953766,5.822095955553047,5.914153194246429,337.67907275860364,370.2406480098385,8.532319484396947,8.399508962656073,0.319394816,4.793565184,4.738488832,4.793565184,False
19,394.4390995502472,5.797247277516675,5.892009456273434,329.39158715670413,362.1322426390287,8.50037282343656,8.363659898080352,0.319394816,4.793565184,4.738488832,4.793565184,False
20,392.44076895713806,5.765826566063488,5.865095352201822,319.2027772077983,352.51576765983884,8.461543978962476,8.318329393485635,0.319394816,4.793565184,4.738488832,4.793565184,False
21,392.95355439186096,5.743635645137752,5.848209888850379,312.19738909993197,346.61334836680305,8.437183404722237,8.286314661913318,0.319394816,4.793565184,4.738488832,4.793565184,False
22,392.35393381118774,5.717054248082467,5.825527456157861,304.0080702966978,338.8398090957378,8.404459571561445,8.247965812201757,0.319394816,4.793565184,4.738488832,4.793565184,False
23,392.1798288822174,5.693772997027139,5.8063327863283005,297.012135140567,332.39791364709293,8.376767516586836,8.214378066758545,0.319394816,4.793565184,4.738488832,4.793565184,False
24,389.63532304763794,5.670946613184507,5.791415691634391,290.3092148935334,327.4763018305511,8.355246698047463,8.181446555987351,0.319394816,4.793565184,4.738488832,4.793565184,False
25,387.5893838405609,5.648737498470396,5.774292976383533,283.9327738856687,321.91675149341023,8.330543841668495,8.14940557632677,0.319394816,4.793565184,4.738488832,4.793565184,False
26,386.6662564277649,5.631188105916085,5.759037084168201,278.9933945006225,317.0428962643092,8.308534241625098,8.124087154718051,0.319394816,4.793565184,4.738488832,4.793565184,False
27,386.4557104110718,5.603904519134141,5.737759539581166,271.4843565555748,310.3682636173906,8.277837233567091,8.084725259370076,0.319394816,4.793565184,4.738488832,4.793565184,False
28,386.2243609428406,5.586948489573773,5.724259443777119,266.9198669506542,306.2064181887568,8.258360712299066,8.060262879610168,0.319394816,4.793565184,4.738488832,4.793565184,False
29,386.6831908226013,5.568628221532016,5.711552414041824,262.0743446019245,302.34006110934865,8.240028343515528,8.033832319758568,0.319394816,4.793565184,4.738488832,4.793565184,False
30,387.01427149772644,5.5471288668356005,5.693754667184331,256.50005187066034,297.00669100471305,8.214351622385225,8.002815307355736,0.319394816,4.793565184,4.738488832,4.793565184,False
31,386.5594325065613,5.53451269287904,5.686134515818717,253.28433030092935,294.7520563014372,8.203358067799229,7.984614015753613,0.319394816,4.793565184,4.738488832,4.793565184,False
32,386.3181493282318,5.514281719979601,5.669706809543354,248.21162774965882,289.9495114987127,8.179657897422583,7.955426891479234,0.319394816,4.793565184,4.738488832,4.793565184,False
33,386.6020209789276,5.496224488350703,5.655038963076802,243.76983680986558,285.72761533665187,8.158496668064767,7.92937581295604,0.319394816,4.793565184,4.738488832,4.793565184,False
34,386.5200252532959,5.47776357494527,5.642860857619804,239.31090754998596,282.26909615400075,8.140927375714535,7.902742344735741,0.319394816,4.793565184,4.738488832,4.793565184,False
35,386.83881974220276,5.463796904004942,5.633983944695527,235.99176350285433,279.7745064749393,8.128120697460277,7.882592697832402,0.319394816,4.793565184,4.738488832,4.793565184,False
36,387.3746531009674,5.4455332068010565,5.620201332768936,231.72080188527804,275.9449344001763,8.108236591583287,7.856243752448059,0.319394816,4.793565184,4.738488832,4.793565184,False
37,386.2634539604187,5.4294087980574055,5.6074197949967415,228.0144030103838,272.44037831688274,8.089796730424407,7.8329811479163265,0.319394816,4.793565184,4.738488832,4.793565184,False
38,386.38877296447754,5.412587291540607,5.597880517883549,224.210936945106,269.85385046825024,8.076034462639539,7.80871284388426,0.319394816,4.793565184,4.738488832,4.793565184,False
39,386.626083612442,5.397113344938994,5.58584089346426,220.76821383053442,266.6243912085658,8.058664956195665,7.786388657859132,0.319394816,4.793565184,4.738488832,4.793565184,False
40,386.4639494419098,5.3879716545707135,5.577558249873717,218.7592159857218,264.4251567140613,8.046715627362138,7.773199986499471,0.319394816,4.793565184,4.738488832,4.793565184,False
41,386.81255412101746,5.37224884178052,5.567196568079618,215.34660401766112,261.69941341149604,8.031766880422522,7.750516762458234,0.319394816,4.793565184,4.738488832,4.793565184,False
42,386.4471139907837,5.355508441164592,5.55411429310802,211.77162239505375,258.29808678059356,8.01289314719745,7.72636546950714,0.319394816,4.793565184,4.738488832,4.793565184,False
43,386.36976623535156,5.34217794160711,5.547272838678404,208.96733368834845,256.53698331428745,8.003023014819377,7.707133623902989,0.319394816,4.793565184,4.738488832,4.793565184,False
44,386.31342101097107,5.331132144503778,5.539084014447686,206.6718241251207,254.44482489912545,7.991209038711007,7.691197907199346,0.319394816,4.793565184,4.738488832,4.793565184,False
45,387.45899987220764,5.318539906427535,5.531947918108947,204.08568015482564,252.6355453901448,7.980913827911803,7.673031147773057,0.319394816,4.793565184,4.738488832,4.793565184,False
46,387.38012194633484,5.306663189860324,5.523421316377057,201.67614935661982,250.4905803380707,7.968612541877571,7.655896667679498,0.319394816,4.793565184,4.738488832,4.793565184,False
