epoch,time,train_loss,val_loss,train_ppl,val_ppl,val_bpc,train_bpc,memalloc_Gb,memcache_Gb,max_memalloc_Gb,max_memcache_Gb
1,46.17025637626648,7.423088942694089,7.431401711994955,1674.197027407187,1688.172246971939,10.721246396748874,10.709253605702461,0.572023808,2.847277056,2.7503616,2.847277056
2,46.22682976722717,6.850902475119607,6.8757669694836885,944.733120198633,968.5179044730801,9.919634909182255,9.883763026468984,0.572023808,3.194093568,3.097178112,3.194093568
3,46.07880783081055,6.676983014011823,6.7211356832950715,793.9202489006173,829.7593203810122,9.696549119431655,9.6328502824147,0.572023808,3.425304576,3.32838912,3.425304576
4,45.77603483200073,6.590777253341571,6.653240394488821,728.3467599033484,775.2925131686571,9.598596922971154,9.508481658999669,0.572023808,3.425304576,3.32838912,3.425304576
5,46.91650176048279,6.540536487590726,6.617842552556493,692.6580808392459,748.3288740643916,9.547528631957212,9.43599955540046,0.572023808,3.425304576,3.32838912,3.425304576
6,47.45692539215088,6.510433772148916,6.600184741562092,672.1179003939418,735.2310044204878,9.522053795602636,9.392570517115269,0.572023808,3.425304576,3.32838912,3.425304576
7,46.062392473220825,6.491396542904272,6.592677308836053,659.443661814081,729.7319747421805,9.511222859638972,9.365105600891754,0.687629312,3.425304576,3.32838912,3.425304576
8,46.6321382522583,6.473630806602435,6.583973356918944,647.831613324037,723.4079844999084,9.498665711372022,9.339475061231353,0.687629312,3.425304576,3.32838912,3.425304576
9,45.86630177497864,6.451879032782691,6.569709663246265,633.8922788233644,713.1627557123994,9.478087551245688,9.30809388501107,0.803234816,3.425304576,3.32838912,3.425304576
10,46.31616687774658,6.439625667885516,6.564472335187406,626.1723595115926,709.4374522348858,9.470531684027664,9.290416016239714,0.803234816,3.54091008,3.443994624,3.54091008
11,49.06739830970764,6.42576565262681,6.555411711015901,617.5534680116954,703.0385389576086,9.457459966468075,9.270420240959332,0.91884032,3.54091008,3.443994624,3.54091008
12,46.1624698638916,6.4167880567070075,6.552622899344403,612.0341347590555,701.0806282657114,9.45343656169963,9.257468307846729,0.91884032,3.772121088,3.675205632,3.772121088
13,46.46506714820862,6.40834778332277,6.5485441704768945,606.8901382470196,698.2269341472204,9.447552199789346,9.245291567291542,0.91884032,3.772121088,3.675205632,3.772121088
14,47.57002258300781,6.403980276078301,6.548545011634713,604.2453210050438,698.2275214665118,9.44755341332356,9.238990586248901,1.034445824,3.772121088,3.675205632,3.772121088
15,45.84399127960205,6.390442552558769,6.538835493697685,596.1203359007053,691.480875167444,9.433545539946387,9.219459779662344,1.034445824,3.887726592,3.790811136,3.887726592
16,46.372658014297485,6.3907489258000805,6.544077184292758,596.3029992003719,695.1149199160307,9.441107700973772,9.219901782818246,1.150051328,3.887726592,3.790811136,3.887726592
17,46.22786521911621,6.3825582436245245,6.538067443408972,591.4388185262521,690.9499869821414,9.432437477603708,9.208085126262073,1.150051328,4.003332096,3.90641664,4.003332096
18,47.49988269805908,6.3878277880019665,6.548398402379333,594.563657635297,698.1251623530842,9.447341900877875,9.215687471803154,1.265656832,4.003332096,3.90641664,4.003332096
19,47.29961347579956,6.367315860631377,6.528536712764433,582.4922383507727,684.3960104704605,9.418687539766783,9.186095015906531,1.265656832,4.003332096,3.90641664,4.003332096
